Unit	N0	N1	N2	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
212	Portugal	Braga	Vila Verde	45369.0	-8.441481328940142	41.64957079270877	-8.458333333333343	41.59166666666666
213	Portugal	Braga	Vizela	21561.0	-8.307401129943514	41.37583570750237	-8.300000000000011	41.349999999999994
214	Portugal	Bragança	Alfândega da Fé	5507.0	-6.96075353218211	41.34468778077268	-6.933333333333337	41.35833333333333
215	Portugal	Bragança	Bragança	34977.0	-6.76592973955178	41.805157302906274	-6.758333333333326	41.758333333333326
216	Portugal	Bragança	Carrazeda de Ansiães	6994.0	-7.312902388369679	41.23954747000521	-7.333333333333343	41.14999999999999
217	Portugal	Bragança	Freixo de Espada à Cinta	3963.0	-6.810665618448638	41.09066473988438	-6.824999999999989	41.09166666666666
218	Portugal	Bragança	Macedo de Cavaleiros	16569.0	-6.961449579831935	41.53802455889365	-6.958333333333343	41.51666666666666
219	Portugal	Bragança	Miranda do Douro	7756.0	-6.273475950782995	41.494407331277834	-6.316666666666663	41.49166666666666
220	Portugal	Bragança	Mirandela	24617.0	-7.181461439794788	41.48610102581834	-7.175000000000011	41.39166666666666
221	Portugal	Bragança	Mogadouro	10348.0	-6.713100775193794	41.341043803940714	-6.691666666666663	41.349999999999994
222	Portugal	Bragança	Torre de Moncorvo	9175.0	-7.048030303030316	41.178191934404275	-7.008333333333326	41.04166666666666
223	Portugal	Bragança	Vila Flor	6619.0	-7.157070707070687	41.313185709294196	-7.183333333333337	41.30833333333333
224	Portugal	Bragança	Vimioso	5021.0	-6.529156403940874	41.588069306930684	-6.550000000000011	41.54999999999999
225	Portugal	Bragança	Vinhais	9901.0	-7.010619469026551	41.83062323446327	-7.058333333333337	41.699999999999996
226	Portugal	Castelo Branco	Belmonte	7334.0	-7.352032810271027	40.35336079791847	-7.341666666666669	40.26666666666666
227	Portugal	Castelo Branco	Castelo Branco	55628.0	-7.482965253239087	39.825467872738606	-7.558333333333337	39.87499999999999
228	Portugal	Castelo Branco	Covilhã	52383.0	-7.502518223989398	40.27452974893033	-7.48333333333332	40.24166666666666
229	Portugal	Castelo Branco	Fundão	31300.0	-7.5020337477797625	40.13722337294232	-7.48333333333332	40.08333333333333
230	Portugal	Castelo Branco	Idanha-a-Nova	10328.0	-7.238225593667551	39.92648507232994	-7.116666666666674	39.908333333333324
231	Portugal	Castelo Branco	Oleiros	6109.0	-7.863194444444446	39.938669590643265	-7.925000000000011	39.824999999999996
232	Portugal	Castelo Branco	Penamacor	6156.0	-7.1778985507246205	40.16436605316973	-7.199999999999989	40.09166666666666
233	Portugal	Castelo Branco	Proença-a-Nova	8926.0	-7.923087431694	39.75433122696155	-7.900000000000006	39.633333333333326
234	Portugal	Castelo Branco	Sertã	16281.0	-8.161296296296285	39.81404969961769	-8.116666666666674	39.80833333333333
235	Portugal	Castelo Branco	Vila de Rei	3156.0	-8.143781094527355	39.68067948717948	-8.150000000000006	39.66666666666666
236	Portugal	Castelo Branco	Vila Velha de Ródão	3703.0	-7.636564625850355	39.67273901808785	-7.633333333333326	39.64999999999999
237	Portugal	Coimbra	Arganil	13044.0	-8.061274509803923	40.23565529379908	-7.98333333333332	40.18333333333333
238	Portugal	Coimbra	Cantanhede	36949.0	-8.593102918586794	40.349263278630666	-8.60833333333332	40.20833333333333
239	Portugal	Coimbra	Coimbra	145668.0	-8.414758291174792	40.20851784607209	-8.433333333333337	40.08333333333333
240	Portugal	Coimbra	Condeixa-a-Nova	16215.0	-8.497940835266832	40.11352130325814	-8.5	40.099999999999994
241	Portugal	Coimbra	Figueira da Foz	60798.0	-8.852090419501138	40.16087598027326	-8.816666666666663	40.11666666666666
242	Portugal	Coimbra	Góis	4634.0	-8.110625596943635	40.15697303921568	-8.083333333333343	40.02499999999999
243	Portugal	Coimbra	Lousã	16896.0	-8.243166135881097	40.11996416687995	-8.241666666666674	40.10833333333333
