from_loc,to_loc,amount,from_x,from_y,to_x,to_y
Sierra Leone,Sudan,,-11.7910004,8.5607204,30.0898991,13.8871002
Sierra Leone,Switzerland,,-11.7910004,8.5607204,8.2264605,46.8060989
Sierra Leone,Tanzania,,-11.7910004,8.5607204,34.8255997,-6.2655201
Sierra Leone,Thailand,,-11.7910004,8.5607204,101.0179977,15.1072998
Sierra Leone,Togo,,-11.7910004,8.5607204,0.977212,8.52841
Sierra Leone,Trinidad,,-11.7910004,8.5607204,-61.2568016,10.4691
Sierra Leone,UAE,,-11.7910004,8.5607204,54.3308983,23.9132004
Sierra Leone,UK,39,-11.7910004,8.5607204,-2.87005,54.1386986
Sierra Leone,USA,74,-11.7910004,8.5607204,-112.9820023,45.718399
Sierra Leone,USVI,,-11.7910004,8.5607204,-64.8049011,17.9848995
Sierra Leone,Yemen,,-11.7910004,8.5607204,47.6422997,15.7990999
Sierra Leone,Zambia,,-11.7910004,8.5607204,27.7943001,-13.4575996
