from_loc,to_loc,from_pop,from_x,from_y,to_pop,to_x,to_y,euc_dist,predict_model
1,54,470074.7813,-17.4459991,14.7480001,364520.6563,-15.9196997,14.0116997,1.694617402,1314.642403
1,55,470074.7813,-17.4459991,14.7480001,94942.46875,-16.1396008,14.0050001,1.502905692,871.5317208
1,56,470074.7813,-17.4459991,14.7480001,169140.9531,-15.8325996,13.7634001,1.890104523,758.0535164
1,57,470074.7813,-17.4459991,14.7480001,121335.9063,-16.0639,13.7188997,1.723149894,765.8430898
1,58,470074.7813,-17.4459991,14.7480001,92232,-15.5650997,13.6935997,2.156279842,452.5887256
1,59,470074.7813,-17.4459991,14.7480001,70285.69531,-15.5337,14.3027,1.963461236,471.2503701
1,60,470074.7813,-17.4459991,14.7480001,41788.76953,-15.2884998,14.5059004,2.171040187,309.6175857
1,61,470074.7813,-17.4459991,14.7480001,235601.7969,-15.3450003,13.9027996,2.264632386,641.0957788
1,62,470074.7813,-17.4459991,14.7480001,37296.14844,-15.7357998,14.1561003,1.809731201,405.9299537
1,63,470074.7813,-17.4459991,14.7480001,18168.39648,-15.2734003,14.1569004,2.251573761,197.1383936
1,64,470074.7813,-17.4459991,14.7480001,66212.98438,-14.8101997,13.9459,2.755141203,250.9793823
1,65,470074.7813,-17.4459991,14.7480001,61387.41797,-14.9699001,14.2789001,2.520143065,283.9376086
1,66,470074.7813,-17.4459991,14.7480001,43940.48438,-14.7263002,14.3287001,2.751831135,207.9208678
1,67,470074.7813,-17.4459991,14.7480001,48488.39063,-15.6316004,13.9503002,1.982011043,390.0717122
1,68,470074.7813,-17.4459991,14.7480001,81010.11719,-15.5581999,16.2528992,2.41423013,348.5751738
1,69,470074.7813,-17.4459991,14.7480001,107617.8359,-14.1590004,15.8024998,3.452003776,210.5954261
1,70,470074.7813,-17.4459991,14.7480001,213727.7813,-16.0865993,16.2903004,2.055883759,727.6989546
1,71,470074.7813,-17.4459991,14.7480001,152598.1406,-14.6946001,16.3278999,3.172740115,287.7364631
1,72,470074.7813,-17.4459991,14.7480001,132363.9531,-14.3139,16.1816998,3.444639256,232.715348
1,73,470074.7813,-17.4459991,14.7480001,321500.4688,-16.3677006,15.9638004,1.625084005,1336.104651
1,74,470074.7813,-17.4459991,14.7480001,86800.38281,-15.1412001,16.2989006,2.778019221,280.4370412
1,75,470074.7813,-17.4459991,14.7480001,19024.50977,-14.4877996,13.1230001,3.375139891,98.05625592
1,76,470074.7813,-17.4459991,14.7480001,104209.9063,-14.4589005,12.8708,3.527979345,199.5955659
1,77,470074.7813,-17.4459991,14.7480001,51277.14844,-14.9958,13.1528997,2.923665664,200.5658813
1,78,470074.7813,-17.4459991,14.7480001,99699.70313,-13.7270002,13.0454998,4.090166267,150.3342265
1,79,470074.7813,-17.4459991,14.7480001,47665.23438,-14.8613997,13.3525,2.937273325,192.284958
1,80,470074.7813,-17.4459991,14.7480001,92407.8125,-14.8972998,12.7563,3.234615496,220.2693722
1,81,470074.7813,-17.4459991,14.7480001,131266.1719,-14.1090002,13.0658998,3.736980476,200.560871
1,82,470074.7813,-17.4459991,14.7480001,61157.15234,-13.9715996,12.7594004,4.003246264,124.4841566
1,83,470074.7813,-17.4459991,14.7480001,110748.75,-15.0419998,12.9434004,3.005959533,272.9393659
1,84,470074.7813,-17.4459991,14.7480001,117853.5938,-15.7213001,12.5201998,2.817389007,315.2302588
1,85,470074.7813,-17.4459991,14.7480001,46768.51563,-15.7362003,12.6497002,2.706709147,220.414195
1,86,470074.7813,-17.4459991,14.7480001,42824.33203,-15.5031996,13.0546999,2.577156469,230.8603661
1,87,470074.7813,-17.4459991,14.7480001,57324.16797,-15.8064003,13.0565996,2.355656995,310.1232679
1,88,470074.7813,-17.4459991,14.7480001,23048.98633,-15.3434,12.7777004,2.881493343,141.9921323
1,89,470074.7813,-17.4459991,14.7480001,93645.96094,-15.4328003,12.8795004,2.746681732,296.4145937
1,90,470074.7813,-17.4459991,14.7480001,36645.66797,-15.5562,13.2672005,2.4008557,243.586472
1,91,470074.7813,-17.4459991,14.7480001,56364.02344,-15.3692999,12.6613998,2.943905634,207.0138288
1,92,470074.7813,-17.4459991,14.7480001,55281.79297,-15.8837004,12.8015003,2.495924418,275.1429848
1,93,470074.7813,-17.4459991,14.7480001,19258.11523,-16.6583996,12.4329996,2.445309855,174.895334
1,94,470074.7813,-17.4459991,14.7480001,26327.73047,-16.5769005,12.5110998,2.399803185,209.0859815
1,95,470074.7813,-17.4459991,14.7480001,62948.53906,-16.1446991,13.0285997,2.156320808,379.0322667
1,96,470074.7813,-17.4459991,14.7480001,98502.60938,-16.1807003,12.7421999,2.371542851,393.9927578
1,97,470074.7813,-17.4459991,14.7480001,73345.44531,-16.5951996,12.9272003,2.009769067,461.1505826
1,98,470074.7813,-17.4459991,14.7480001,60758.39063,-16.4631996,12.7404003,2.235252069,349.7654081
1,99,470074.7813,-17.4459991,14.7480001,17657.74414,-16.3913002,12.4847002,2.496981419,161.8603066
1,100,470074.7813,-17.4459991,14.7480001,245244.6875,-16.1114998,12.5361996,2.583205341,516.8667997
1,101,470074.7813,-17.4459991,14.7480001,66604.46875,-12.5393,12.8153,5.273616002,79.34122604
1,102,470074.7813,-17.4459991,14.7480001,22716.37891,-11.6716995,12.7440004,6.112164156,37.0412401
1,103,470074.7813,-17.4459991,14.7480001,8320.566406,-12.6141005,12.5150003,5.322925153,29.71362667
1,104,470074.7813,-17.4459991,14.7480001,15512.77246,-12.9040003,12.6515999,5.002464083,44.30889223
1,105,470074.7813,-17.4459991,14.7480001,17691.00195,-11.9797001,12.5506001,5.89143374,35.21100889
1,106,470074.7813,-17.4459991,14.7480001,22078.26758,-11.9626999,13.1653996,5.707117877,41.29392464
1,107,470074.7813,-17.4459991,14.7480001,54841.98828,-13.8007002,14.0474005,3.712013452,135.3515258
1,108,470074.7813,-17.4459991,14.7480001,78039.13281,-13.2306995,13.2515001,4.473059687,114.4390135
1,109,470074.7813,-17.4459991,14.7480001,55098.83984,-14.1652002,13.6549997,3.458076242,153.858856
1,110,470074.7813,-17.4459991,14.7480001,138632.125,-14.2510004,14.2593002,3.232157837,266.2664714
1,111,470074.7813,-17.4459991,14.7480001,44462.6875,-14.5630999,13.8547001,3.018127348,177.4005142
1,112,470074.7813,-17.4459991,14.7480001,20666.31055,-13.3914003,14.2290001,4.087680568,72.48736203
1,113,470074.7813,-17.4459991,14.7480001,34657.72656,-12.6901999,13.5928001,4.894089606,66.90655513
1,114,470074.7813,-17.4459991,14.7480001,24339.50195,-13.2209997,13.7962999,4.330860561,70.57037006
1,115,470074.7813,-17.4459991,14.7480001,49944.72266,-12.7406998,14.2122002,4.735707237,84.05010903
1,116,470074.7813,-17.4459991,14.7480001,96341.28125,-12.4475002,14.7987003,4.998756022,103.5738548
1,117,470074.7813,-17.4459991,14.7480001,27949.98438,-12.1356001,13.816,5.391563941,50.97417535
1,118,470074.7813,-17.4459991,14.7480001,43837.83203,-12.3486996,14.3725004,5.111111642,69.07787461
1,119,470074.7813,-17.4459991,14.7480001,207638.5,-13.5158005,15.6449003,4.031239388,216.856086
