Unit	N0	N1	N2	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
210	Portugal	Braga	Vieira do Minho	14171.0	-8.142005208333359	41.635907584683345	-8.158333333333331	41.54166666666666
211	Portugal	Braga	Vila Nova de Famalicão	135000.0	-8.51149159339812	41.40851750577887	-8.5	41.29999999999999
212	Portugal	Braga	Vila Verde	45409.0	-8.441474938373062	41.649569573807504	-8.458333333333343	41.59166666666666
213	Portugal	Braga	Vizela	21658.0	-8.307411587659885	41.37583463375419	-8.300000000000011	41.349999999999994
214	Portugal	Bragança	Alfândega da Fé	5429.0	-6.960752259436475	41.344663242009126	-6.933333333333337	41.35833333333333
215	Portugal	Bragança	Bragança	35043.0	-6.765970119119714	41.8051499752107	-6.758333333333326	41.73333333333333
216	Portugal	Bragança	Carrazeda de Ansiães	6868.0	-7.312948312236273	41.23951890034364	-7.333333333333343	41.14999999999999
217	Portugal	Bragança	Freixo de Espada à Cinta	3928.0	-6.810661375661368	41.090651117589886	-6.824999999999989	41.08333333333333
218	Portugal	Bragança	Macedo de Cavaleiros	16412.0	-6.961449513954193	41.53802797146749	-6.958333333333343	41.52499999999999
219	Portugal	Bragança	Miranda do Douro	7698.0	-6.2734938063063055	41.49437564499483	-6.308333333333337	41.43333333333333
220	Portugal	Bragança	Mirandela	24422.0	-7.181470255415462	41.486097064806735	-7.175000000000011	41.39166666666666
221	Portugal	Bragança	Mogadouro	10180.0	-6.71317009270453	41.34107706361069	-6.699999999999989	41.258333333333326
222	Portugal	Bragança	Torre de Moncorvo	9035.0	-7.048012939001836	41.178199253224705	-7.008333333333326	41.02499999999999
223	Portugal	Bragança	Vila Flor	6645.0	-7.157117722328877	41.31317951407096	-7.183333333333337	41.30833333333333
224	Portugal	Bragança	Vimioso	4963.0	-6.529140592407174	41.588085742771675	-6.550000000000011	41.54999999999999
225	Portugal	Bragança	Vinhais	9754.0	-7.010618279569883	41.83064864864864	-7.041666666666657	41.80833333333333
226	Portugal	Castelo Branco	Belmonte	7254.0	-7.352041306436121	40.35335962605901	-7.333333333333343	40.26666666666666
227	Portugal	Castelo Branco	Castelo Branco	55664.0	-7.4829566335905895	39.825492895204256	-7.550000000000011	39.87499999999999
228	Portugal	Castelo Branco	Covilhã	52108.0	-7.502521195894673	40.27453083109919	-7.48333333333332	40.21666666666666
229	Portugal	Castelo Branco	Fundão	31075.0	-7.502043068480077	40.137226858460515	-7.48333333333332	40.074999999999996
230	Portugal	Castelo Branco	Idanha-a-Nova	10147.0	-7.238205645161287	39.92651586553565	-7.116666666666674	39.89166666666666
231	Portugal	Castelo Branco	Oleiros	6010.0	-7.863541666666663	39.938575667655776	-7.933333333333337	39.83333333333333
