Unit	N0	N1	N2	N3	Pop	Pop_Cent_Lon	Pop_Cent_Lat	Area_Cent_Lon	Area_Cent_Lat
213	Spain	Cataluña	Lleida	n.a. (162)	20962.0	1.456954960201898	42.356929530201334	1.4749999999999943	42.21666666666666
214	Spain	Cataluña	Lleida	n.a. (163)	11832.0	0.8952014652014668	42.1725042662116	0.9416666666666629	41.86666666666666
215	Spain	Cataluña	Lleida	n.a. (164)	14866.0	1.5200451807228887	41.99697822822822	1.4499999999999886	41.61666666666666
216	Spain	Cataluña	Lleida	n.a. (165)	36523.0	0.8103881278538836	41.79139852522204	0.9416666666666629	41.71666666666666
217	Spain	Cataluña	Lleida	n.a. (166)	68339.0	1.1294164396003623	41.64425946593915	1.0083333333333258	41.55833333333333
218	Spain	Cataluña	Lleida	n.a. (167)	24944.0	1.272859830667926	41.68171679967259	1.2916666666666572	41.533333333333324
219	Spain	Cataluña	Lleida	n.a. (168)	188597.0	0.6327990196078304	41.62089697583118	0.5416666666666572	41.324999999999996
220	Spain	Cataluña	Lleida	n.a. (30)	16.0	1.4749999999999943	41.783333333333324	1.4666666666666686	41.79166666666666
221	Spain	Cataluña	Lleida	n.a. (35)	72.0	1.714722222222207	41.89361702127658	1.7166666666666686	41.89166666666666
222	Spain	Cataluña	Tarragona	n.a. (240)	4108.0	1.384571352502661	41.53410658655985	1.3166666666666629	41.49166666666666
223	Spain	Cataluña	Tarragona	n.a. (241)	83454.0	1.5509535655058073	41.21292970471573	1.5250000000000057	41.14166666666666
224	Spain	Cataluña	Tarragona	n.a. (242)	380348.0	1.2241861849940392	41.13983782295109	1.14166666666668	40.69166666666666
225	Spain	Cataluña	Tarragona	n.a. (243)	10185.0	0.7924999999999898	41.180833333333325	0.8000000000000114	41.17499999999999
226	Spain	Cataluña	Tarragona	n.a. (244)	19833.0	0.6500963391136736	41.10149040236249	0.5916666666666686	41.033333333333324
227	Spain	Cataluña	Tarragona	n.a. (245)	11176.0	0.4395098039215668	41.06305952380952	0.375	41.01666666666666
228	Spain	Cataluña	Tarragona	n.a. (246)	128614.0	0.6918704710145107	40.7288630148005	0.5	40.699999999999996
229	Spain	Cataluña	Tarragona	n.a. (247)	14978.0	1.1267647058823798	41.39543010752687	1.125	41.383333333333326
230	Spain	Ceuta y Melilla	Ceuta	n.a. (100)	52984.0	-5.328619417368799	35.8933636415017	-5.341666666666669	35.87499999999999
231	Spain	Ceuta y Melilla	Melilla	n.a. (100)	63603.0	-2.945385328389847	35.29534253425342	-2.9499999999999886	35.29166666666666
232	Spain	Comunidad de Madrid	Madrid	n.a. (175)	68075.0	-3.7033599467731335	40.77915182546749	-3.708333333333343	40.70833333333333
233	Spain	Comunidad de Madrid	Madrid	n.a. (176)	370555.0	-3.3716336433481615	40.49010466809844	-3.316666666666663	40.39166666666666
234	Spain	Comunidad de Madrid	Madrid	n.a. (177)	4485392.0	-3.6573634873475953	40.42573781081102	-3.7416666666666742	40.133333333333326
235	Spain	Comunidad de Madrid	Madrid	n.a. (178)	704643.0	-3.8073194748358787	40.285027640069245	-4.175000000000011	39.68333333333333
236	Spain	Comunidad de Madrid	Madrid	n.a. (179)	228901.0	-4.009098130495801	40.63156667826793	-4.025000000000006	40.599999999999994
237	Spain	Comunidad de Madrid	Madrid	n.a. (180)	141733.0	-3.568333333333328	40.13595684632192	-3.3833333333333258	39.84166666666666
238	Spain	Comunidad Foral de Navarra	Navarra	n.a. (185)	5441.0	-1.6471734503857363	42.83536253776435	-1.8333333333333428	42.79166666666666
239	Spain	Comunidad Foral de Navarra	Navarra	n.a. (186)	80.0	-1.7019607843137123	42.657716049382714	-1.6999999999999886	42.64166666666666
240	Spain	Comunidad Foral de Navarra	Navarra	n.a. (187)	58421.0	-1.8969503546099418	43.0052981321839	-1.7416666666666742	42.883333333333326
241	Spain	Comunidad Foral de Navarra	Navarra	n.a. (188)	37545.0	-2.0288298403193608	42.658374846581474	-2.10833333333332	42.19166666666666
242	Spain	Comunidad Foral de Navarra	Navarra	n.a. (189)	55237.0	-1.8958333333333428	42.34803198827384	-1.7416666666666742	41.74999999999999
243	Spain	Comunidad Foral de Navarra	Navarra	n.a. (190)	83337.0	-1.6164865091335798	42.06164884947929	-1.6500000000000057	42.04999999999999
244	Spain	Comunidad Foral de Navarra	Navarra	n.a. (191)	30836.0	-1.6711572438162534	42.535939450686634	-1.60833333333332	42.44166666666666
245	Spain	Comunidad Foral de Navarra	Navarra	n.a. (192)	14159.0	-1.1500000000000057	42.80846774193548	-1.1666666666666572	42.48333333333333
246	Spain	Comunidad Foral de Navarra	Navarra	n.a. (193)	321978.0	-1.6478821215986557	42.81484846997753	-1.6833333333333371	42.724999999999994
247	Spain	Comunidad Valenciana	Alicante	Alacanti	375418.0	-0.500063311174415	38.375159071647424	-0.5166666666666799	38.283333333333324
248	Spain	Comunidad Valenciana	Alicante	Alcoia	99801.0	-0.4795675735456939	38.68616712920135	-0.5416666666666572	38.49166666666666
249	Spain	Comunidad Valenciana	Alicante	Alt Vinalopo	48343.0	-0.8690061565523308	38.634650490145134	-0.8666666666666742	38.408333333333324
250	Spain	Comunidad Valenciana	Alicante	Baix Segura	305240.0	-0.7498670212766001	38.073010286531165	-0.8333333333333428	38.01666666666666
251	Spain	Comunidad Valenciana	Alicante	Comtat	27467.0	-0.4369434416366005	38.76519898391194	-0.40833333333333144	38.574999999999996
252	Spain	Comunidad Valenciana	Alicante	Marina Alta	152099.0	0.14609210921091176	38.787902632063314	-0.03333333333333144	38.408333333333324
253	Spain	Comunidad Valenciana	Alicante	Marina Baixa	136772.0	-0.12613022941971508	38.56236133625758	-0.2083333333333428	38.59166666666666
254	Spain	Comunidad Valenciana	Alicante	Vinalopo	255456.0	-0.7011532638703386	38.26277985370024	-0.6999999999999886	37.95833333333333
255	Spain	Comunidad Valenciana	Alicante	Vinalopo Mitja	156501.0	-0.8149274553571502	38.44898648648648	-0.875	38.099999999999994
256	Spain	Comunidad Valenciana	Castellón	Alcalaten	14521.0	-0.20967120181407495	40.073542501112584	-0.2083333333333428	39.974999999999994
257	Spain	Comunidad Valenciana	Castellón	Alt Millars	4082.0	-0.5172043010752816	40.06777577937649	-0.4749999999999943	39.98333333333333
258	Spain	Comunidad Valenciana	Castellón	Alt Palancia	23345.0	-0.49409153005464646	39.855626268216184	-0.5999999999999943	39.70833333333333
259	Spain	Comunidad Valenciana	Castellón	Alta Maestrat	6929.0	-0.18333333333333712	40.4125968992248	-0.10833333333332007	40.02499999999999
260	Spain	Comunidad Valenciana	Castellón	Baix Maestrat	62296.0	0.41620000000000346	40.45047628698824	0.28333333333333144	40.408333333333324
261	Spain	Comunidad Valenciana	Castellón	n.a. (211)	4656.0	-0.10653735632183725	40.62084795321637	-0.08333333333334281	40.35833333333333
262	Spain	Comunidad Valenciana	Castellón	Plana Alta	215439.0	-0.041801341248913104	39.98874306970832	0.04166666666665719	40.033333333333324
263	Spain	Comunidad Valenciana	Castellón	Plana Baixa	169972.0	-0.09444444444443434	39.898703801015934	-0.2083333333333428	39.64999999999999
264	Spain	Comunidad Valenciana	Valencia	Camp de Morvedre	71999.0	-0.2712079085573009	39.676308399077946	-0.30000000000001137	39.54166666666666
265	Spain	Comunidad Valenciana	Valencia	Camp de Túria	130263.0	-0.5523150816522389	39.59282431755572	-0.5916666666666686	39.55833333333333
266	Spain	Comunidad Valenciana	Valencia	Canal de Navarres	15921.0	-0.6578168044077017	39.03530454735085	-0.7750000000000057	38.86666666666666
267	Spain	Comunidad Valenciana	Valencia	Ciutat de Valencia	717566.0	-0.37651422408768553	39.46972577611267	-0.38333333333332575	39.42499999999999
268	Spain	Comunidad Valenciana	Valencia	Costera	69233.0	-0.5235427042981087	38.985114129312116	-0.7416666666666742	38.71666666666666
269	Spain	Comunidad Valenciana	Valencia	Foia de Bunyol	40111.0	-0.7292553191489617	39.45396460423634	-0.7750000000000057	39.04166666666666
270	Spain	Comunidad Valenciana	Valencia	Horta Nord	204759.0	-0.37370034542314556	39.537847769028865	-0.3499999999999943	39.49166666666666
271	Spain	Comunidad Valenciana	Valencia	Horta Oest	302825.0	-0.4629603249973684	39.467851069682524	-0.49166666666667425	39.39999999999999
272	Spain	Comunidad Valenciana	Valencia	Horta Sud	166831.0	-0.40282014617096706	39.406777401825074	-0.4416666666666629	39.27499999999999
273	Spain	Comunidad Valenciana	Valencia	Horta Sud Ciutat de Valencia	5853.0	-0.40416737855230167	39.4291673785523	-0.40833333333333144	39.43333333333333
274	Spain	Comunidad Valenciana	Valencia	n.a. (221)	163125.0	-0.17995128634495927	38.969445991091305	-0.21666666666666856	38.86666666666666
275	Spain	Comunidad Valenciana	Valencia	Requena-Utiel	38117.0	-1.1517857142857224	39.526695041816	-1.2416666666666742	39.324999999999996
276	Spain	Comunidad Valenciana	Valencia	Ribera Alta	210090.0	-0.45951676528599705	39.18193355729749	-0.5666666666666629	38.95833333333333
277	Spain	Comunidad Valenciana	Valencia	Ribera Baixa	74261.0	-0.3121631205673623	39.202999967284974	-0.32499999999998863	39.12499999999999
278	Spain	Comunidad Valenciana	Valencia	Rincón de Ademuz	2483.0	-1.2880952380952237	40.07521150592216	-1.26666666666668	39.974999999999994
279	Spain	Comunidad Valenciana	Valencia	Serranos	16184.0	-0.8277708333333464	39.73323463056965	-0.9166666666666572	39.69166666666666
280	Spain	Comunidad Valenciana	Valencia	Vall d'Albaida	86653.0	-0.5537356321839013	38.845290301387855	-0.5250000000000057	38.79166666666666
281	Spain	Comunidad Valenciana	Valencia	Vall de Confrents	9807.0	-1.060726072607281	39.073647186147184	-1.0833333333333428	38.98333333333333
282	Spain	Extremadura	Badajoz	n.a. (39)	19824.0	-7.005683563748079	39.218604527012594	-7.025000000000006	39.10833333333333
283	Spain	Extremadura	Badajoz	n.a. (40)	16376.0	-5.232500000000016	39.05103648424543	-5.25	38.74166666666666
284	Spain	Extremadura	Badajoz	n.a. (41)	29188.0	-5.517708333333331	38.723484848484844	-5.474999999999994	38.033333333333324
285	Spain	Extremadura	Badajoz	n.a. (42)	8957.0	-5.031481481481478	39.20519645120405	-4.991666666666674	39.05833333333333
286	Spain	Extremadura	Badajoz	n.a. (43)	163793.0	-6.9635455607476615	38.87894470977222	-6.875	38.79166666666666
287	Spain	Extremadura	Badajoz	n.a. (44)	116013.0	-6.3709692028985785	38.912432401662194	-6.425000000000011	38.73333333333333
288	Spain	Extremadura	Badajoz	n.a. (45)	111257.0	-6.341732804232805	38.5713142884764	-6.316666666666663	37.87499999999999
289	Spain	Extremadura	Badajoz	n.a. (46)	25176.0	-6.983440514469436	38.6697240125599	-7.133333333333326	38.349999999999994
290	Spain	Extremadura	Badajoz	n.a. (47)	43259.0	-6.9034883720930225	38.30500515995871	-6.849999999999994	37.87499999999999
291	Spain	Extremadura	Badajoz	n.a. (48)	30102.0	-6.263541666666669	38.246269841269836	-6.183333333333337	37.76666666666666
292	Spain	Extremadura	Badajoz	n.a. (49)	18905.0	-5.815833333333359	38.27699849170437	-5.833333333333343	38.01666666666666
293	Spain	Extremadura	Badajoz	n.a. (50)	93546.0	-5.807760141093496	38.970848094703186	-5.833333333333343	38.34166666666666
294	Spain	Extremadura	Cáceres	n.a. (69)	21438.0	-5.872034534534549	40.27727272727272	-6.183333333333337	40.18333333333333
295	Spain	Extremadura	Cáceres	n.a. (70)	13557.0	-5.489108910891076	39.341455453148996	-5.366666666666674	39.16666666666666
296	Spain	Extremadura	Cáceres	n.a. (71)	22377.0	-5.608032128514054	40.11773588630082	-5.583333333333343	39.99166666666666
297	Spain	Extremadura	Cáceres	n.a. (72)	75184.0	-6.085018490502591	40.037729555678794	-6.066666666666663	39.49999999999999
298	Spain	Extremadura	Cáceres	n.a. (73)	46198.0	-6.678174603174625	40.0456289736603	-6.658333333333331	39.99999999999999
299	Spain	Extremadura	Cáceres	n.a. (74)	134462.0	-6.382951148689045	39.47120350009162	-6.433333333333337	38.883333333333326
300	Spain	Extremadura	Cáceres	n.a. (75)	10129.0	-6.888157894736821	39.73819875776397	-6.800000000000011	39.324999999999996
301	Spain	Extremadura	Cáceres	n.a. (76)	9016.0	-7.235483870967727	39.42829153605015	-7.166666666666657	39.39166666666666
302	Spain	Extremadura	Cáceres	n.a. (77)	43074.0	-5.54185716264891	39.89821943282194	-5.574999999999989	39.37499999999999
303	Spain	Extremadura	Cáceres	n.a. (78)	33464.0	-5.914999999999992	39.3970486111111	-5.833333333333343	39.10833333333333
304	Spain	Galicia	A Coruña	n.a. (145)	334060.0	-8.576111111111118	42.86052879291251	-8.783333333333331	42.824999999999996
305	Spain	Galicia	A Coruña	n.a. (146)	612607.0	-8.414523839215207	43.34785290381485	-8.458333333333343	43.21666666666666
306	Spain	Galicia	A Coruña	n.a. (147)	96247.0	-8.391791044776141	43.06615005793742	-8.308333333333337	42.73333333333333
307	Spain	Galicia	Lugo	n.a. (169)	53681.0	-7.515655637254895	42.536954233156024	-7.491666666666674	41.89999999999999
308	Spain	Galicia	Lugo	n.a. (170)	156196.0	-7.554962622714555	43.0067050548771	-7.64166666666668	42.69166666666666
309	Spain	Galicia	Lugo	n.a. (171)	47824.0	-7.486574074074099	43.255194424923864	-7.583333333333343	43.258333333333326
310	Spain	Galicia	Lugo	n.a. (172)	67498.0	-7.293442028985481	43.591597106288255	-7.35833333333332	43.46666666666666
311	Spain	Galicia	Lugo	n.a. (173)	17313.0	-7.24466666666666	42.907052498418714	-7.083333333333343	42.79999999999999
312	Spain	Galicia	Lugo	n.a. (174)	225.0	-6.90625	43.12470238095237	-6.900000000000006	43.033333333333324
313	Spain	Galicia	Ourense	n.a. (197)	222802.0	-7.8689076099085185	42.342477230611514	-7.974999999999994	41.67499999999999
314	Spain	Galicia	Ourense	n.a. (198)	66977.0	-7.646874999999994	41.995492264416306	-7.683333333333337	41.99999999999999
315	Spain	Galicia	Ourense	n.a. (199)	42839.0	-7.1140004782400865	42.39674417378466	-7.166666666666657	42.06666666666666
316	Spain	Galicia	Pontevedra	n.a. (207)	99568.0	-8.507198383084557	42.0893477524556	-8.449999999999989	41.83333333333333
317	Spain	Galicia	Pontevedra	n.a. (208)	29042.0	-8.49564102564102	42.37659680638722	-8.441666666666663	42.324999999999996
318	Spain	Galicia	Pontevedra	n.a. (209)	693582.0	-8.696302921884296	42.24843404320809	-8.683333333333337	42.39166666666666
319	Spain	Galicia	Pontevedra	n.a. (210)	73945.0	-8.48392089423902	42.68727017491552	-8.258333333333326	42.11666666666666
320	Spain	Islas Baleares	Baleares	n.a. (51)	34774.0	3.8382265521796626	40.00132822051794	3.9916666666666742	39.66666666666666
321	Spain	Islas Baleares	Baleares	n.a. (52)	106708.0	1.4298223874431812	38.928422774111375	1.375	38.85833333333333
322	Spain	Islas Baleares	Baleares	n.a. (53)	43046.0	4.252814365999285	39.88517692680562	4.175000000000011	39.908333333333324
323	Spain	Islas Baleares	Baleares	n.a. (54)	62044.0	3.2123717442778172	39.582609612141646	3.26666666666668	39.508333333333326
324	Spain	Islas Baleares	Baleares	n.a. (55)	69217.0	2.7637762762762748	39.445958751393526	3.0	38.93333333333333
325	Spain	Islas Baleares	Baleares	n.a. (56)	40332.0	3.0282630757220943	39.774422314192094	3.083333333333343	39.62499999999999
326	Spain	Islas Baleares	Baleares	n.a. (57)	84187.0	2.421156509695294	39.57683041838134	2.6500000000000057	39.69166666666666
327	Spain	Islas Baleares	Baleares	n.a. (58)	326956.0	2.655310413282791	39.57988612139571	2.708333333333343	39.34166666666666
328	Spain	Islas Baleares	Baleares	n.a. (59)	131088.0	2.782052070520706	39.6515135056847	2.9250000000000114	39.36666666666666
329	Spain	Islas Canarias	Las Palmas	n.a. (144)	892096.0	-15.449379516179704	28.097070103562068	-14.058333333333337	28.18333333333333
330	Spain	Islas Canarias	Santa Cruz de Tenerife	n.a. (144)	839102.0	-16.33683025130395	28.421690896600374	-16.633333333333326	27.974999999999994
331	Spain	La Rioja	La Rioja	Anguiano	1248.0	-2.777380952380952	42.25333333333332	-2.9083333333333314	42.04999999999999
332	Spain	La Rioja	La Rioja	Arnedo	17820.0	-2.095435941366844	42.22845370819195	-2.1999999999999886	41.89166666666666
333	Spain	La Rioja	La Rioja	n.a. (139)	44424.0	-2.9449444444444453	42.45395290159797	-2.8499999999999943	42.29999999999999
334	Spain	La Rioja	La Rioja	n.a. (140)	2454.0	-3.013333333333321	42.326560624249694	-3.0	42.19166666666666
335	Spain	La Rioja	La Rioja	n.a. (141)	2829.0	-2.558333333333337	42.213472222222215	-2.558333333333337	42.06666666666666
336	Spain	La Rioja	La Rioja	n.a. (142)	179713.0	-2.443850367702254	42.45959069794336	-2.35833333333332	42.37499999999999
337	Spain	La Rioja	La Rioja	n.a. (143)	51060.0	-1.9478486125746315	42.28713677004749	-1.875	42.04166666666666
338	Spain	La Rioja	La Rioja	n.a. (65)	32.0	-3.0916666666666686	42.406944444444434	-3.0916666666666686	42.39999999999999
339	Spain	País Vasco	Álava	n.a. (1)	31242.0	-2.9664820675105545	43.13405776867708	-3.0500000000000114	43.033333333333324
340	Spain	País Vasco	Álava	n.a. (2)	7978.0	-2.83186274509805	42.963344854070655	-2.7833333333333314	42.91666666666666
341	Spain	País Vasco	Álava	n.a. (3)	245208.0	-2.679516065830711	42.854601784154134	-2.558333333333337	42.758333333333326
342	Spain	País Vasco	Álava	n.a. (4)	2913.0	-2.3716666666666413	42.68904914529914	-2.4666666666666686	42.44166666666666
343	Spain	País Vasco	Álava	n.a. (5)	11490.0	-3.0291666666666686	42.81921768707482	-3.0250000000000057	42.66666666666666
344	Spain	País Vasco	Álava	n.a. (6)	9256.0	-2.505381944444423	42.50852412101389	-2.5500000000000114	42.533333333333324
345	Spain	País Vasco	Álava	n.a. (7)	2795.0	-2.79447916666669	42.58500417710943	-2.8000000000000114	42.58333333333333
346	Spain	País Vasco	Guipúzcoa	n.a. (124)	689013.0	-2.1106712962963172	43.28181432533855	-2.2166666666666686	42.599999999999994
347	Spain	País Vasco	Vizcaya	n.a. (261)	1126678.0	-2.946679537191841	43.274773809674734	-2.8499999999999943	42.533333333333324
348	Spain	País Vasco	Vizcaya	n.a. (262)	3583.0	-3.370940170940173	43.24016666666666	-3.375	43.17499999999999
349	Spain	Principado de Asturias	Asturias	Avilés	152826.0	-5.914042812142014	43.55644508760464	-6.083333333333343	43.37499999999999
350	Spain	Principado de Asturias	Asturias	Caudal	67025.0	-5.783007812499989	43.22238011401743	-5.666666666666657	42.93333333333333
351	Spain	Principado de Asturias	Asturias	Eo-Navia	47839.0	-6.685919540229889	43.53384236226276	-6.808333333333337	43.09166666666666
352	Spain	Principado de Asturias	Asturias	n.a. (108)	297181.0	-5.675569176882647	43.52821543927647	-5.583333333333343	43.20833333333333
353	Spain	Principado de Asturias	Asturias	n.a. (194)	29161.0	-6.552412280701759	43.192889587700904	-6.60833333333332	42.783333333333324
354	Spain	Principado de Asturias	Asturias	n.a. (195)	79442.0	-5.677289055973262	43.29485085855903	-5.441666666666663	42.87499999999999
355	Spain	Principado de Asturias	Asturias	Oriente	51755.0	-5.1596707818929985	43.39228385251112	-4.991666666666674	43.133333333333326
356	Spain	Principado de Asturias	Asturias	Oviedo	336897.0	-5.840087863811107	43.369162869556	-5.974999999999994	42.71666666666666
357	Spain	Región de Murcia	Murcia	Altiplano	55377.0	-1.1127222222222315	38.6053334295612	-1.26666666666668	38.12499999999999
358	Spain	Región de Murcia	Murcia	Alto Guadalentin	123508.0	-1.7196296296296225	37.63418923672177	-1.7249999999999943	37.408333333333324
